text,text_raw,label
cross-site scripting (xss) vulnerability in the comments action in index.php in easynews 1.5 and earlier allows remote attackers to inject arbitrary web script or html via the zeit parameter.,Cross-site scripting (XSS) vulnerability in the comments action in index.php in easyNews 1.5 and earlier allows remote attackers to inject arbitrary web script or HTML via the zeit parameter.,Média
"easynews 1.5 and earlier stores administration passwords in cleartext in settings.php, which allows local users to obtain the passwords and gain access.","easyNews 1.5 and earlier stores administration passwords in cleartext in settings.php, which allows local users to obtain the passwords and gain access.",Baixa
"cwe: cwe-203 | amtote international homebet program returns different error messages when invalid account numbers and pin codes are provided, which allows remote attackers to determine the existence of valid account numbers via a brute force attack.","cwe: cwe-203 | AmTote International homebet program returns different error messages when invalid account numbers and PIN codes are provided, which allows remote attackers to determine the existence of valid account numbers via a brute force attack.",Média
"buffer overflow in rpc.yppasswdd (yppasswd server) in aix allows attackers to gain unauthorized access via a long string. note: due to lack of details in the vendor advisory, it is not clear if this is the same issue as cve-2001-0779.","Buffer overflow in rpc.yppasswdd (yppasswd server) in AIX allows attackers to gain unauthorized access via a long string.  NOTE: due to lack of details in the vendor advisory, it is not clear if this is the same issue as CVE-2001-0779.",Alta
"run.cgi in webmin 0.80 and 0.88 creates temporary files with world-writable permissions, which allows local users to execute arbitrary commands.","run.cgi in Webmin 0.80 and 0.88 creates temporary files with world-writable permissions, which allows local users to execute arbitrary commands.",Média
buffer overflow in claris emailer 2.0v2 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an email attachment with a long filename.,Buffer overflow in Claris Emailer 2.0v2 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an email attachment with a long filename.,Alta
"webx stores authentication information in the http_referer variable, which is included in url links within bulletin board messages posted by users, which could allow remote attackers to hijack user sessions.","WebX stores authentication information in the HTTP_REFERER variable, which is included in URL links within bulletin board messages posted by users, which could allow remote attackers to hijack user sessions.",Média
"microsoft internet security and acceleration (isa) server 2000 allows remote attackers to cause a denial of service via a flood of fragmented udp packets. note: the vendor disputes this issue, saying that it requires high bandwidth to exploit, and the server does not experience any instability. therefore this ""laws of physics"" issue might not be included in cve","Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to cause a denial of service via a flood of fragmented UDP packets.  NOTE: the vendor disputes this issue, saying that it requires high bandwidth to exploit, and the server does not experience any instability.  Therefore this ""laws of physics"" issue might not be included in CVE",Média
"cwe: cwe-384 | mod_usertrack in apache 1.3.11 through 1.3.20 generates session id's using predictable information including host ip address, system time and server process id, which allows local users to obtain session id's and bypass authentication when these session id's are used for authentication.","cwe: cwe-384 | mod_usertrack in Apache 1.3.11 through 1.3.20 generates session ID's using predictable information including host IP address, system time and server process ID, which allows local users to obtain session ID's and bypass authentication when these session ID's are used for authentication.",Baixa
"slashcode 2.0 creates new accounts with an 8-character random password, which could allow local users to obtain session id's from cookies and gain unauthorized access via a brute force attack.","Slashcode 2.0 creates new accounts with an 8-character random password, which could allow local users to obtain session ID's from cookies and gain unauthorized access via a brute force attack.",Média
"cwe: cwe-312 | autogalaxy stores usernames and passwords in cleartext in cookies, which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross-site scripting attack.","cwe: cwe-312 | Autogalaxy stores usernames and passwords in cleartext in cookies, which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross-site scripting attack.",Alta
"cwe: cwe-312 | the default ""basic"" security setting' in config.php for twig webmail 2.7.4 and earlier stores cleartext usernames and passwords in cookies, which could allow attackers to obtain authentication information and gain privileges.","cwe: cwe-312 | The default ""basic"" security setting' in config.php for TWIG webmail 2.7.4 and earlier stores cleartext usernames and passwords in cookies, which could allow attackers to obtain authentication information and gain privileges.",Alta
"speedxess ha-120 dsl router has a default administrative password of ""speedxess"", which allows remote attackers to gain access.","SpeedXess HA-120 DSL router has a default administrative password of ""speedxess"", which allows remote attackers to gain access.",Alta
cwe: cwe-119 | stack consumption vulnerability in internet explorer the javascript settimeout function in internet explorer allows remote attackers to cause a denial of service (crash) via the javascript settimeout function. note: the vendor could not reproduce the problem.,cwe: cwe-119 | Stack consumption vulnerability in Internet Explorer The JavaScript settimeout function in Internet Explorer allows remote attackers to cause a denial of service (crash) via the JavaScript settimeout function.  NOTE: the vendor could not reproduce the problem.,Média
"iproute 0.973, 0.974 and 1.18 allows remote attackers to cause a denial of service via fragmented ip packets that split the tcp header.","IPRoute 0.973, 0.974 and 1.18 allows remote attackers to cause a denial of service via fragmented IP packets that split the TCP header.",Média
buffer overflow in unix-to-unix copy protocol (uucp) in bsdi bsd/os 3.0 through 4.2 allows local users to execute arbitrary code via a long command line argument.,Buffer overflow in Unix-to-Unix Copy Protocol (UUCP) in BSDI BSD/OS 3.0 through 4.2 allows local users to execute arbitrary code via a long command line argument.,Alta
"nai webshield smtp 4.5 and possibly 4.5 mr1a does not filter improperly mime encoded email attachments, which could allow remote attackers to bypass filtering and possibly execute arbitrary code in email clients that process the invalid attachments.","NAI WebShield SMTP 4.5 and possibly 4.5 MR1a does not filter improperly MIME encoded email attachments, which could allow remote attackers to bypass filtering and possibly execute arbitrary code in email clients that process the invalid attachments.",Alta
"axis network camera 2120, 2110, 2100, 200+ and 200 contains a default administration password ""pass"", which allows remote attackers to gain access to the camera.","Axis network camera 2120, 2110, 2100, 200+ and 200 contains a default administration password ""pass"", which allows remote attackers to gain access to the camera.",Alta
"directory traversal vulnerability in macromedia jrun web server (jws) 2.3.3, 3.0 and 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the http get request.","Directory traversal vulnerability in Macromedia JRun Web Server (JWS) 2.3.3, 3.0 and 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the HTTP GET request.",Média
"macromedia jrun 3.0 and 3.1 appends the jsessionid to url requests (a.k.a. rewriting) when client browsers have cookies enabled, which allows remote attackers to obtain session ids and hijack sessions via http referrer fields or sniffing.","Macromedia JRun 3.0 and 3.1 appends the jsessionid to URL requests (a.k.a. rewriting) when client browsers have cookies enabled, which allows remote attackers to obtain session IDs and hijack sessions via HTTP referrer fields or sniffing.",Média
"cwe: cwe-326 cwe-326 | pathways homecare 6.5 uses weak encryption for user names and passwords, which allows local users to gain privileges by recovering the passwords from the pwhc.ini file.","cwe: cwe-326 cwe-326 | Pathways Homecare 6.5 uses weak encryption for user names and passwords, which allows local users to gain privileges by recovering the passwords from the pwhc.ini file.",Alta
"outlook express 6.0, with ""do not allow attachments to be saved or opened that could potentially be a virus"" enabled, does not block email attachments from forwarded messages, which could allow remote attackers to execute arbitrary code.","Outlook Express 6.0, with ""Do not allow attachments to be saved or opened that could potentially be a virus"" enabled, does not block email attachments from forwarded messages, which could allow remote attackers to execute arbitrary code.",Alta
zonealarm 2.1 through 2.6 and zonealarm pro 2.4 and 2.6 allows local users to bypass filtering via non-standard tcp packets created with non-windows protocol adapters.,ZoneAlarm 2.1 through 2.6 and ZoneAlarm Pro 2.4 and 2.6 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,Baixa
tiny personal firewall 1.0 and 2.0 allows local users to bypass filtering via non-standard tcp packets created with non-windows protocol adapters.,Tiny Personal Firewall 1.0 and 2.0 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,Baixa
"centraone 5.2 and centra asp with basic authentication enabled creates world-writable base64 encoded log files, which allows local users to obtain cleartext passwords from decoded log files and impersonate users.","CentraOne 5.2 and Centra ASP with basic authentication enabled creates world-writable base64 encoded log files, which allows local users to obtain cleartext passwords from decoded log files and impersonate users.",Baixa
"linux kernel 2.2.19 enables cap_sys_resource for setuid processes, which allows local users to exceed disk quota restrictions during execution of setuid programs.","Linux kernel 2.2.19 enables CAP_SYS_RESOURCE for setuid processes, which allows local users to exceed disk quota restrictions during execution of setuid programs.",Baixa
ssdpsrv.exe in windows me allows remote attackers to cause a denial of service by sending multiple newlines in a simple service discovery protocol (ssdp) message. note: multiple replies to the original post state that the problem could not be reproduced.,ssdpsrv.exe in Windows ME allows remote attackers to cause a denial of service by sending multiple newlines in a Simple Service Discovery Protocol (SSDP) message.  NOTE: multiple replies to the original post state that the problem could not be reproduced.,Média
"buffer overflow in setiathome for seti@home 3.03, if installed setuid, could allow local users to execute arbitrary code via long command line options (1) socks_server, (2) socks_user, and (3) socks_passwd. note: since the default configuration of setiathome is not setuid, perhaps this issue should not be included in cve.","Buffer overflow in setiathome for SETI@home 3.03, if installed setuid, could allow local users to execute arbitrary code via long command line options (1) socks_server, (2) socks_user, and (3) socks_passwd. NOTE: since the default configuration of setiathome is not setuid, perhaps this issue should not be included in CVE.",Média
"ibm aix 430 does not properly unlock ippmtu_lock, which allows remote attackers to cause a denial of service (hang) via path maximum transmit unit (pmtu) ip packets.","IBM AIX 430 does not properly unlock IPPMTU_LOCK, which allows remote attackers to cause a denial of service (hang) via Path Maximum Transmit Unit (PMTU) IP packets.",Média
"pt_chmod in solaris 8 does not call fdetach to reset terminal privileges when users log out of terminals, which allows local users to write to other users' terminals by modifying the acl of a tty.","pt_chmod in Solaris 8 does not call fdetach to reset terminal privileges when users log out of terminals, which allows local users to write to other users' terminals by modifying the ACL of a TTY.",Média
"cwe: cwe-532 | the log files in apache web server contain information directly supplied by clients and does not filter or quote control characters, which could allow remote attackers to hide http requests and spoof source ip addresses when logs are viewed with unix programs such as cat, tail, and grep.","cwe: cwe-532 | The log files in Apache web server contain information directly supplied by clients and does not filter or quote control characters, which could allow remote attackers to hide HTTP requests and spoof source IP addresses when logs are viewed with UNIX programs such as cat, tail, and grep.",Média
buffer overflow in ftpd in ibm aix 4.3 and 5.1 allows attackers to gain privileges.,Buffer overflow in ftpd in IBM AIX 4.3 and 5.1 allows attackers to gain privileges.,Alta
unknown vulnerability in ip defragmenter (frag2) in snort before 1.8.3 allows attackers to cause a denial of service (crash).,Unknown vulnerability in IP defragmenter (frag2) in Snort before 1.8.3 allows attackers to cause a denial of service (crash).,Média
"cwe: cwe-476 | the uipc system calls (uipc_syscalls.c) in openbsd 2.9 and 3.0 provide user mode return instead of versus rval kernel mode values to the fdrelease function, which allows local users to cause a denial of service and trigger a null dereference.","cwe: cwe-476 | The uipc system calls (uipc_syscalls.c) in OpenBSD 2.9 and 3.0 provide user mode return instead of versus rval kernel mode values to the fdrelease function, which allows local users to cause a denial of service and trigger a null dereference.",Média
win32k.sys (aka graphics device interface (gdi)) in windows 2000 and xp allows local users to cause a denial of service (system crash) by calling the showwindow function after receiving a wm_nccreate message.,Win32k.sys (aka Graphics Device Interface (GDI)) in Windows 2000 and XP allows local users to cause a denial of service (system crash) by calling the ShowWindow function after receiving a WM_NCCREATE message.,Baixa
buffer overflow in xvt 2.1 in debian linux 2.2 allows local users to execute arbitrary code via long (1) -name and (2) -t arguments.,Buffer overflow in Xvt 2.1 in Debian Linux 2.2 allows local users to execute arbitrary code via long (1) -name and (2) -T arguments.,Alta
format string vulnerability in nvi before 1.79 allows local users to gain privileges via format string specifiers in a filename.,Format string vulnerability in nvi before 1.79 allows local users to gain privileges via format string specifiers in a filename.,Alta
"unknown vulnerability in tomcat 3.2.1 running on hp secure os for linux 1.0 allows attackers to access servlet resources. note: due to the vagueness of the vendor advisory, it is not clear whether this issue is already covered by other cve identifiers.","Unknown vulnerability in Tomcat 3.2.1 running on HP Secure OS for Linux 1.0 allows attackers to access servlet resources.  NOTE: due to the vagueness of the vendor advisory, it is not clear whether this issue is already covered by other CVE identifiers.",Alta
"setrlimit in hp-ux 10.01, 10.10, 10.24, 10.20, 11.00, 11.04 and 11.11 does not properly enforce core file size on processes after setuid or setgid privileges are dropped, which could allow local users to cause a denial of service by exhausting available disk space.","setrlimit in HP-UX 10.01, 10.10, 10.24, 10.20, 11.00, 11.04 and 11.11 does not properly enforce core file size on processes after setuid or setgid privileges are dropped, which could allow local users to cause a denial of service by exhausting available disk space.",Baixa
"point to point protocol daemon (pppd) in macos x 10.0 and 10.1 through 10.1.5 provides the username and password on the command line, which allows local users to obtain authentication information via the ps command.","Point to Point Protocol daemon (pppd) in MacOS x 10.0 and 10.1 through 10.1.5 provides the username and password on the command line, which allows local users to obtain authentication information via the ps command.",Baixa
format string vulnerability in libvanessa_logger 0.0.1 in perdition 0.1.8 allows remote attackers to execute arbitrary code via format string specifiers in the __vanessa_logger_log function.,Format string vulnerability in libvanessa_logger 0.0.1 in Perdition 0.1.8 allows remote attackers to execute arbitrary code via format string specifiers in the __vanessa_logger_log function.,Alta
"lotus domino server 5.0.9a and earlier allows remote attackers to bypass security restrictions and view notes database files and possibly sensitive notes template files (.ntf) via an http request with a large number of ""+"" characters before the .nsf file extension, which are converted to spaces by domino.","Lotus Domino server 5.0.9a and earlier allows remote attackers to bypass security restrictions and view Notes database files and possibly sensitive Notes template files (.ntf) via an HTTP request with a large number of ""+"" characters before the .nsf file extension, which are converted to spaces by Domino.",Média
"cmg wap gateway does not verify the fully qualified domain name url with x.509 certificates from root certificate authorities, which allows remote attackers to spoof ssl certificates via a man-in-the-middle attack.","CMG WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.",Média
"openwave wap gateway does not verify the fully qualified domain name url with x.509 certificates from root certificate authorities, which allows remote attackers to spoof ssl certificates via a man-in-the-middle attack.","Openwave WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.",Média
"windows xp with fast user switching and account lockout enabled allows local users to deny user account access by setting the fast user switch to the same user (self) multiple times, which causes other accounts to be locked out.","Windows XP with fast user switching and account lockout enabled allows local users to deny user account access by setting the fast user switch to the same user (self) multiple times, which causes other accounts to be locked out.",Baixa
"the remote desktop client in windows xp sends the most recent user account name in cleartext, which could allow remote attackers to obtain terminal server user account names via sniffing.","The Remote Desktop client in Windows XP sends the most recent user account name in cleartext, which could allow remote attackers to obtain terminal server user account names via sniffing.",Média
"the mac module in netfilter in linux kernel 2.4.1 through 2.4.11, when configured to filter based on mac addresses, allows remote attackers to bypass packet filters via small packets.","The MAC module in Netfilter in Linux kernel 2.4.1 through 2.4.11, when configured to filter based on MAC addresses, allows remote attackers to bypass packet filters via small packets.",Alta
buffer overflow in smtpscan.dll for trend micro interscan viruswall 3.51 for windows nt has allows remote attackers to execute arbitrary code via a certain configuration parameter.,Buffer overflow in smtpscan.dll for Trend Micro InterScan VirusWall 3.51 for Windows NT has allows remote attackers to execute arbitrary code via a certain configuration parameter.,Alta
buffer overflow in (1) httpsavecvp.dll and (2) httpsavecsp.dll in trend micro interscan viruswall 3.5.1 allows remote attackers to execute arbitrary code.,Buffer overflow in (1) HttpSaveCVP.dll and (2) HttpSaveCSP.dll in Trend Micro InterScan VirusWall 3.5.1 allows remote attackers to execute arbitrary code.,Alta
"apple personal web sharing (pws) 1.1, 1.5, and 1.5.5, when web sharing authentication is enabled, allows remote attackers to cause a denial of service via a long password, possibly due to a buffer overflow.","Apple Personal Web Sharing (PWS) 1.1, 1.5, and 1.5.5, when Web Sharing authentication is enabled, allows remote attackers to cause a denial of service via a long password, possibly due to a buffer overflow.",Média
buffer overflow in cron in caldera unixware 7 allows local users to execute arbitrary code via a command line argument.,Buffer overflow in cron in Caldera UnixWare 7 allows local users to execute arbitrary code via a command line argument.,Média
"unknown vulnerability in cde in caldera openunix 7.1.0, 7.1.1, and 8.0 allows an xterm session to gain privileges when the session is reused.","Unknown vulnerability in CDE in Caldera OpenUnix 7.1.0, 7.1.1, and 8.0 allows an xterm session to gain privileges when the session is reused.",Alta
unknown vulnerability in sco openserver 5.0.6 and earlier allows local users to modify critical information such as certain cpu registers and segment descriptors.,Unknown vulnerability in SCO OpenServer 5.0.6 and earlier allows local users to modify critical information such as certain CPU registers and segment descriptors.,Baixa
"the timed program (in.timed) in unixware 7 and openunix 8.0.0 does not properly terminate certain strings with a null, which allows remote attackers to cause a denial of service.","The timed program (in.timed) in UnixWare 7 and OpenUnix 8.0.0 does not properly terminate certain strings with a null, which allows remote attackers to cause a denial of service.",Média
"directory traversal vulnerability in scriptease viewcode.jse for netware 5.1 before 5.1 sp3 allows remote attackers to read arbitrary files via "".."" sequences in the query string.","Directory traversal vulnerability in ScriptEase viewcode.jse for Netware 5.1 before 5.1 SP3 allows remote attackers to read arbitrary files via "".."" sequences in the query string.",Média
the file blocker feature in clearswift mailsweeper for smtp 4.2 allows remote attackers to bypass e-mail attachment filtering policies via a modified name in a content-type header.,The File Blocker feature in Clearswift MAILsweeper for SMTP 4.2 allows remote attackers to bypass e-mail attachment filtering policies via a modified name in a Content-Type header.,Alta
cwe: cwe-119 | buffer overflow in the ldap naming services library (libsldap) in sun solaris 8 allows local users to execute arbitrary code via a long ldap_options environment variable to a privileged program that uses libsldap.,cwe: cwe-119 | Buffer overflow in the LDAP naming services library (libsldap) in Sun Solaris 8 allows local users to execute arbitrary code via a long LDAP_OPTIONS environment variable to a privileged program that uses libsldap.,Alta
cwe: cwe-78 | lpd daemon (in.lpd) in solaris 8 and earlier allows remote attackers to execute arbitrary commands via a job request with a crafted control file that is not properly handled when lpd invokes a mail program. note: this might be the same vulnerability as cve-2000-1220.,cwe: cwe-78 | lpd daemon (in.lpd) in Solaris 8 and earlier allows remote attackers to execute arbitrary commands via a job request with a crafted control file that is not properly handled when lpd invokes a mail program. NOTE: this might be the same vulnerability as CVE-2000-1220.,Alta
cwe: cwe-20 | cardboard 2.4 greeting card cgi by michael barretto allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient field.,cwe: cwe-20 | CardBoard 2.4 greeting card CGI by Michael Barretto allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient field.,Alta
"cwe: cwe-287 | ssh protocol 2 (aka ssh-2) public key authentication in the development snapshot of openssh 2.3.1, available from 2001-01-18 through 2001-02-08, does not perform a challenge-response step to ensure that the client has the proper private key, which allows remote attackers to bypass authentication as other users by supplying a public key from that user's authorized_keys file.","cwe: cwe-287 | SSH protocol 2 (aka SSH-2) public key authentication in the development snapshot of OpenSSH 2.3.1, available from 2001-01-18 through 2001-02-08, does not perform a challenge-response step to ensure that the client has the proper private key, which allows remote attackers to bypass authentication as other users by supplying a public key from that user's authorized_keys file.",Média
"buffer overflow in (1) grpck and (2) pwck, if installed setuid on a system as recommended in some aix documentation, may allow local users to gain privileges via a long command line argument.","Buffer overflow in (1) grpck and (2) pwck, if installed setuid on a system as recommended in some AIX documentation, may allow local users to gain privileges via a long command line argument.",Alta
cisco sn 5420 storage router 1.1(5) and earlier allows attackers to read configuration files without authorization.,Cisco SN 5420 Storage Router 1.1(5) and earlier allows attackers to read configuration files without authorization.,Média
cisco sn 5420 storage router 1.1(5) and earlier allows remote attackers to cause a denial of service (router crash) via an http request with large headers.,Cisco SN 5420 Storage Router 1.1(5) and earlier allows remote attackers to cause a denial of service (router crash) via an HTTP request with large headers.,Média
cisco sn 5420 storage router 1.1(5) and earlier allows remote attackers to cause a denial of service (halt) via a fragmented packet to the gigabit interface.,Cisco SN 5420 Storage Router 1.1(5) and earlier allows remote attackers to cause a denial of service (halt) via a fragmented packet to the Gigabit interface.,Média
directory traversal vulnerability in mike spice's my classifieds (classifieds.cgi) before 1.3 allows remote attackers to overwrite arbitrary files via the category parameter.,Directory traversal vulnerability in Mike Spice's My Classifieds (classifieds.cgi) before 1.3 allows remote attackers to overwrite arbitrary files via the category parameter.,Média
buffer overflow in passwd for hp ux b.10.20 allows local users to execute arbitrary commands with root privileges via a long lang environment variable.,Buffer overflow in passwd for HP UX B.10.20 allows local users to execute arbitrary commands with root privileges via a long LANG environment variable.,Alta
"microsoft internet explorer 5.01, 5.5 and 6.0 treats objects invoked on an html page with the codebase property as part of local computer zone, which allows remote attackers to invoke executables present on the local system through objects such as the popup object, aka the ""local executable invocation via object tag"" vulnerability.","Microsoft Internet Explorer 5.01, 5.5 and 6.0 treats objects invoked on an HTML page with the codebase property as part of Local Computer zone, which allows remote attackers to invoke executables present on the local system through objects such as the popup object, aka the ""Local Executable Invocation via Object tag"" vulnerability.",Alta
vulnerability in files.pl script in novell webserver examples toolkit 2 allows remote attackers to read arbitrary files.,Vulnerability in files.pl script in Novell WebServer Examples Toolkit 2 allows remote attackers to read arbitrary files.,Média
"unix news readers tin and rtin create the /tmp/.tin_log file with insecure permissions and follow symlinks, which allows attackers to modify the permissions of files writable by the user via a symlink attack.","UNIX news readers tin and rtin create the /tmp/.tin_log file with insecure permissions and follow symlinks, which allows attackers to modify the permissions of files writable by the user via a symlink attack.",Média
xsane 0.81 and earlier allows local users to modify files of other xsane users via a symlink attack on temporary files.,xSANE 0.81 and earlier allows local users to modify files of other xSANE users via a symlink attack on temporary files.,Baixa
buffer overflow in crazywwwboard 2000p4 and 2000lep5 allows remote attackers to execute arbitrary code via a long http_user_agent cgi environment variable.,Buffer overflow in CrazyWWWBoard 2000p4 and 2000LEp5 allows remote attackers to execute arbitrary code via a long HTTP_USER_AGENT CGI environment variable.,Alta
format string vulnerability in nqs daemon (nqsdaemon) in nqe 3.3.0.16 for cray unicos and sgi irix allows a local user to gain root privileges by using qsub to submit a batch job whose name contains formatting characters.,Format string vulnerability in NQS daemon (nqsdaemon) in NQE 3.3.0.16 for CRAY UNICOS and SGI IRIX allows a local user to gain root privileges by using qsub to submit a batch job whose name contains formatting characters.,Alta
"format string vulnerability in stunnel before 3.22 when used in client mode for (1) smtp, (2) pop, or (3) nntp allows remote malicious servers to execute arbitrary code.","Format string vulnerability in stunnel before 3.22 when used in client mode for (1) smtp, (2) pop, or (3) nntp allows remote malicious servers to execute arbitrary code.",Alta
"buffer overflow in aol instant messenger (aim) 4.7.2480, 4.8.2616, and other versions allows remote attackers to execute arbitrary code via a long argument in a game request (addgame).","Buffer overflow in AOL Instant Messenger (AIM) 4.7.2480, 4.8.2616, and other versions allows remote attackers to execute arbitrary code via a long argument in a game request (AddGame).",Alta
"cgi.pl in bugzilla before 2.14.1, when using ldap, allows remote attackers to obtain an anonymous bind to the ldap server via a request that does not include a password, which causes a null password to be sent to the ldap server.","CGI.pl in Bugzilla before 2.14.1, when using LDAP, allows remote attackers to obtain an anonymous bind to the LDAP server via a request that does not include a password, which causes a null password to be sent to the LDAP server.",Alta
"bugzilla before 2.14.1 allows remote attackers to (1) spoof a user comment via an http request to process_bug.cgi using the ""who"" parameter, instead of the bugzilla_login cookie, or (2) post a bug as another user by modifying the reporter parameter to enter_bug.cgi, which is passed to post_bug.cgi.","Bugzilla before 2.14.1 allows remote attackers to (1) spoof a user comment via an HTTP request to process_bug.cgi using the ""who"" parameter, instead of the Bugzilla_login cookie, or (2) post a bug as another user by modifying the reporter parameter to enter_bug.cgi, which is passed to post_bug.cgi.",Alta
"show_bug.cgi in bugzilla before 2.14.1 allows a user with ""bugs access"" privileges to see other products that are not accessible to the user, by submitting a bug and reading the resulting product pulldown menu.","show_bug.cgi in Bugzilla before 2.14.1 allows a user with ""Bugs Access"" privileges to see other products that are not accessible to the user, by submitting a bug and reading the resulting Product pulldown menu.",Média
"bugzilla before 2.14.1 allows remote attackers to inject arbitrary sql code and create files or gain privileges via (1) the sql parameter in buglist.cgi, (2) invalid field names from the ""boolean chart"" query in buglist.cgi, (3) the mybugslink parameter in userprefs.cgi, (4) a malformed bug id in the buglist parameter in long_list.cgi, and (5) the value parameter in editusers.cgi, which allows groupset privileges to be modified by attackers with blessgroupset privileges.","Bugzilla before 2.14.1 allows remote attackers to inject arbitrary SQL code and create files or gain privileges via (1) the sql parameter in buglist.cgi, (2) invalid field names from the ""boolean chart"" query in buglist.cgi, (3) the mybugslink parameter in userprefs.cgi, (4) a malformed bug ID in the buglist parameter in long_list.cgi, and (5) the value parameter in editusers.cgi, which allows groupset privileges to be modified by attackers with blessgroupset privileges.",Alta
information leak in doeditvotes.cgi in bugzilla before 2.14.1 may allow remote attackers to more easily conduct attacks on the login.,Information leak in doeditvotes.cgi in Bugzilla before 2.14.1 may allow remote attackers to more easily conduct attacks on the login.,Média
vulnerability in the cache-limiting function of the unified name service daemon (nsd) in irix 6.5.4 through 6.5.11 allows remote attackers to cause a denial of service by forcing the cache to fill the disk.,Vulnerability in the cache-limiting function of the unified name service daemon (nsd) in IRIX 6.5.4 through 6.5.11 allows remote attackers to cause a denial of service by forcing the cache to fill the disk.,Média
"sudo 1.6.0 through 1.6.3p7 does not properly clear the environment before calling the mail program, which could allow local users to gain root privileges by modifying environment variables and changing how the mail program is invoked.","sudo 1.6.0 through 1.6.3p7 does not properly clear the environment before calling the mail program, which could allow local users to gain root privileges by modifying environment variables and changing how the mail program is invoked.",Alta
gnu enscript 1.6.1 and earlier allows local users to overwrite arbitrary files of the enscript user via a symlink attack on temporary files.,GNU Enscript 1.6.1 and earlier allows local users to overwrite arbitrary files of the Enscript user via a symlink attack on temporary files.,Baixa
"slapd in openldap 2.0 through 2.0.19 allows local users, and anonymous users before 2.0.8, to conduct a ""replace"" action on access controls without any values, which causes openldap to delete non-mandatory attributes that would otherwise be protected by acls.","slapd in OpenLDAP 2.0 through 2.0.19 allows local users, and anonymous users before 2.0.8, to conduct a ""replace"" action on access controls without any values, which causes OpenLDAP to delete non-mandatory attributes that would otherwise be protected by ACLs.",Alta
"linux kernel, and possibly other operating systems, allows remote attackers to read portions of memory via a series of fragmented icmp packets that generate an icmp ttl exceeded response, which includes portions of the memory in the response packet.","Linux kernel, and possibly other operating systems, allows remote attackers to read portions of memory via a series of fragmented ICMP packets that generate an ICMP TTL Exceeded response, which includes portions of the memory in the response packet.",Média
cipe vpn package before 1.3.0-3 allows remote attackers to cause a denial of service (crash) via a short malformed packet.,CIPE VPN package before 1.3.0-3 allows remote attackers to cause a denial of service (crash) via a short malformed packet.,Média
cwe: cwe-264 | the default configuration of oracle application server 9ias 1.0.2.2 enables soap and allows anonymous users to deploy applications by default via urn:soap-service-manager and urn:soap-provider-manager.,cwe: cwe-264 | The default configuration of Oracle Application Server 9iAS 1.0.2.2 enables SOAP and allows anonymous users to deploy applications by default via urn:soap-service-manager and urn:soap-provider-manager.,Alta
"oracle 9i application server 1.0.2 allows remote attackers to obtain the physical path of a file under the server root via a request for a non-existent .jsp file, which leaks the pathname in an error message.","Oracle 9i Application Server 1.0.2 allows remote attackers to obtain the physical path of a file under the server root via a request for a non-existent .JSP file, which leaks the pathname in an error message.",Média
"the connectables feature in adobe photodeluxe 3.1 prepends the adobe directory to the classpath environment variable, which allows applets to run with higher privileges and remote attackers to gain privileges via an html e-mail message or a web page.","The Connectables feature in Adobe PhotoDeluxe 3.1 prepends the Adobe directory to the CLASSPATH environment variable, which allows applets to run with higher privileges and remote attackers to gain privileges via an HTML e-mail message or a web page.",Média
the license manager (mathlm) for mathematica 4.0 and 4.1 allows remote attackers to bypass access control (specified by the -restrict argument) and steal a license via a client request that includes the name of a host that is allowed to obtain the license.,The License Manager (mathlm) for Mathematica 4.0 and 4.1 allows remote attackers to bypass access control (specified by the -restrict argument) and steal a license via a client request that includes the name of a host that is allowed to obtain the license.,Alta
"create_keyfiles in pssp 3.2 with dce 3.1 authentication on aix creates keyfile directories with world-writable permissions, which could allow a local user to delete key files and cause a denial of service.","create_keyfiles in PSSP 3.2 with DCE 3.1 authentication on AIX creates keyfile directories with world-writable permissions, which could allow a local user to delete key files and cause a denial of service.",Baixa
